Datetime,Total,SM,ROUTE,INDIRETOS,Day_gregoriano,Month_gregoriano,Year,holidays,OUTROS,Week_Month,Week_Year,temperatura,Ajuste_ipca,PMC,Massa.Renda,Renda,Desemprego,Next_holiday
2018-06-16,670204.29,31903.17,220479.69,202140.83,16,6,2018,0,215680.6000000001,3,25,26.11,314.89,85.31,4830713.16,1596.22,14.43,12
2018-06-23,655146.88,33537.04,207989.05,200875.95,23,6,2018,0,212744.83999999997,4,26,26.11,314.89,85.31,4830713.16,1596.22,14.43,11
2018-06-30,596802.96,32494.54,221519.33,149703.1,30,6,2018,0,193085.99,5,27,26.11,314.89,85.31,4830713.16,1596.22,14.43,10
2018-07-07,681743.61,32642.88,228836.69,200749.6,7,7,2018,0,219514.43999999994,1,28,25.93,315.93,84.09,4957543.2,1601.32,13.9,9
2018-07-14,651219.87,34891.47,212471.36,191464.07,14,7,2018,0,212392.96999999997,2,29,25.93,315.93,84.09,4957543.2,1601.32,13.9,8
2018-07-21,627980.28,26238.97,204550.47,197723.98,21,7,2018,0,199466.86,3,30,25.93,315.93,84.09,4957543.2,1601.32,13.9,7
2018-07-28,545664.45,33312.84,190841.33,141880.22,28,7,2018,0,179630.05999999994,4,31,25.93,315.93,84.09,4957543.2,1601.32,13.9,6
2018-08-04,568150.78,27218.92,219052.54,141309.88,4,8,2018,0,180569.44,1,32,26.3,315.64,87.78,4957543.2,1601.32,13.9,5
2018-08-11,597672.36,26867.73,215174.13,165114.25,11,8,2018,0,190516.25,2,33,26.3,315.64,87.78,4957543.2,1601.32,13.9,4
2018-08-18,623397.36,30730.04,208627.67,182677.22,18,8,2018,0,201362.42999999993,3,34,26.3,315.64,87.78,4957543.2,1601.32,13.9,3
2018-08-25,724052.66,36184.96,216335.52,237151.37,25,8,2018,0,234380.81000000006,4,35,26.3,315.64,87.78,4957543.2,1601.32,13.9,2
2018-09-01,394815.16,16381.78,152260.2,102402.78,1,9,2018,0,123770.39999999997,1,36,27.03,317.16,83.08,4957543.2,1601.32,13.9,1
2018-09-08,722213.66,34815.81,253091.29,202140.83,8,9,2018,1,232165.7300000001,2,37,27.03,317.16,83.08,4957543.2,1601.32,13.9,0
2018-09-15,703899.34,34664.64,225169.3,216464.68,15,9,2018,0,227600.71999999997,3,38,27.03,317.16,83.08,4957543.2,1601.32,13.9,4
2018-09-22,784557.19,40937.58,231730.34,256885.71,22,9,2018,0,255003.55999999994,4,39,27.03,317.16,83.08,4957543.2,1601.32,13.9,3
2018-09-29,526125.0,22294.03,222169.83,118844.38,29,9,2018,0,162816.76,5,40,27.03,317.16,83.08,4957543.2,1601.32,13.9,2
2018-10-06,574157.49,22960.67,206840.99,163565.24,6,10,2018,0,180790.59000000003,1,41,27.65,318.59,85.25,1615.21,1615.21,13.87,1
2018-10-13,831287.18,39360.48,277630.15,246893.67,13,10,2018,1,267402.88,2,42,27.65,318.59,85.25,1615.21,1615.21,13.87,0
2018-10-20,802509.39,34967.18,256342.63,254986.43,20,10,2018,0,256213.15000000002,3,43,27.65,318.59,85.25,1615.21,1615.21,13.87,2
2018-10-27,559601.96,27783.6,188108.36,162851.76,27,10,2018,0,180858.24,4,44,27.65,318.59,85.25,1615.21,1615.21,13.87,1
2018-11-03,653182.51,41096.29,250525.95,148429.32,3,11,2018,1,213130.95,1,45,27.99,317.92,96.59,1615.21,1615.21,13.87,0
2018-11-10,733452.79,43498.27,257021.53,192212.14,10,11,2018,0,240720.85000000003,2,46,27.99,317.92,96.59,1615.21,1615.21,13.87,1
2018-11-17,998261.75,55736.19,306819.77,308394.64,17,11,2018,1,327311.1499999999,3,47,27.99,317.92,96.59,1615.21,1615.21,13.87,0
2018-11-24,1008382.33,58446.18,277213.44,341856.7,24,11,2018,0,330866.0099999999,4,48,27.99,317.92,96.59,1615.21,1615.21,13.87,5
2018-12-01,738073.65,40620.71,250256.36,206076.66,1,12,2018,0,241119.92000000004,1,49,27.55,318.39,110.62,1615.21,1615.21,13.87,4
2018-12-08,1033609.87,60303.23,312414.03,320353.45,8,12,2018,0,340539.16000000003,2,50,27.55,318.39,110.62,1615.21,1615.21,13.87,3
2018-12-15,1120606.06,79577.71,403468.26,264386.93,15,12,2018,0,373173.16000000003,3,51,27.55,318.39,110.62,1615.21,1615.21,13.87,2
2018-12-22,1477798.27,82580.97,528472.11,385605.24,22,12,2018,0,481139.95000000007,4,52,27.55,318.39,110.62,1615.21,1615.21,13.87,1
2019-01-01,174739.93,8943.55,77753.2,33836.67,1,1,2019,2,54206.509999999995,1,1,27.55,318.39,110.62,1615.21,1615.21,13.87,0
2019-01-05,718906.93,30584.3,277074.58,185140.14,5,1,2019,0,226107.91000000003,1,2,27.55,319.41,85.37,1615.21,1615.21,15.19,9
2019-01-12,701528.62,33611.88,254173.72,188976.69,12,1,2019,0,224766.33000000002,2,3,27.55,319.41,85.37,1615.21,1615.21,15.19,8
2019-01-19,692795.53,30511.51,259878.6,182923.08,19,1,2019,0,219482.34000000008,3,4,27.55,319.41,85.37,1615.21,1615.21,15.19,7
2019-01-26,702987.25,36491.31,245552.33,193210.89,26,1,2019,0,227732.71999999997,4,5,27.55,319.41,85.37,1615.21,1615.21,15.19,6
2019-02-02,493918.5,18859.26,209011.11,114747.57,2,2,2019,0,151300.56,1,6,27.48,320.79,79.01,1615.21,1615.21,15.2,5
2019-02-09,599586.34,26587.74,232917.18,151096.31,9,2,2019,0,188985.11,2,7,27.48,320.79,79.01,1615.21,1615.21,15.2,4
2019-02-16,649971.82,37879.18,224908.01,174012.48,16,2,2019,0,213172.1499999999,3,8,27.48,320.79,79.01,1615.21,1615.21,15.2,3
2019-02-23,799666.93,37879.18,291765.67,214272.09,23,2,2019,0,255749.9900000001,4,9,27.48,320.79,79.01,1615.21,1615.21,15.2,2
2019-03-02,326746.82,17545.84,139262.25,66980.44,2,3,2019,0,102958.29000000001,1,10,27.51,323.19,82.65,1619.34,1619.34,14.97,1
2019-03-09,678853.37,30075.84,281528.28,155650.22,9,3,2019,2,211599.0299999999,2,11,27.51,323.19,82.65,1619.34,1619.34,14.97,0
2019-03-16,668406.5,33387.53,241141.15,178634.61,16,3,2019,0,215243.21000000002,3,12,27.51,323.19,82.65,1619.34,1619.34,14.97,5
2019-03-23,766724.51,28779.9,254038.34,243143.33,23,3,2019,0,240762.94000000006,4,13,27.51,323.19,82.65,1619.34,1619.34,14.97,4
2019-03-30,468457.71,22760.07,201255.17,98483.05,30,3,2019,0,145959.41999999998,5,14,27.51,323.19,82.65,1619.34,1619.34,14.97,3
2019-04-06,555852.53,24720.53,230150.67,127715.78,6,4,2019,0,173265.55000000005,1,15,27.19,325.03,81.92,4830741.06,1615.21,13.98,2
2019-04-13,528807.66,27359.78,189597.64,140968.0,13,4,2019,0,170882.24,2,16,27.19,325.03,81.92,4830741.06,1615.21,13.98,1
2019-04-20,674704.97,32346.4,238479.13,187241.2,20,4,2019,1,216638.23999999993,3,17,27.19,325.03,81.92,4830741.06,1615.21,13.98,0
2019-04-27,515101.37,24174.99,198353.2,128934.88,27,4,2019,1,163638.3,4,18,27.19,325.03,81.92,4830741.06,1615.21,13.98,0
2019-05-04,629568.97,34740.2,263428.72,131941.52,4,5,2019,1,199458.53000000003,1,19,26.54,325.46,82.65,4830713.16,1615.21,14.07,0
2019-05-11,630452.08,26169.38,233973.63,171594.08,11,5,2019,0,198714.99,2,20,26.54,325.46,82.65,4830713.16,1615.21,14.07,6
2019-05-18,581734.96,25063.29,204804.61,167146.31,18,5,2019,0,184720.75,3,21,26.54,325.46,82.65,4830713.16,1615.21,14.07,5
2019-05-25,621637.32,24720.53,212856.85,187860.48,25,5,2019,0,196199.45999999996,4,22,26.54,325.46,82.65,4830713.16,1615.21,14.07,4
2019-06-01,467810.08,23971.33,199109.05,98073.06,1,6,2019,0,146656.64,1,23,25.96,325.51,81.92,4830713.16,1615.21,14.24,3
2019-06-08,632396.19,25200.79,225299.98,182677.22,8,6,2019,0,199218.19999999995,2,24,25.96,325.51,81.92,4830713.16,1615.21,14.24,2
2019-06-15,636112.55,25614.59,215045.2,194336.3,15,6,2019,0,201116.46000000008,3,25,25.96,325.51,81.92,4830713.16,1615.21,14.24,1
2019-06-22,827267.22,34664.64,248237.15,281667.79,22,6,2019,1,262697.64,4,26,25.96,325.51,81.92,4830713.16,1615.21,14.24,0
